Date,Open,High,Low,Close,Adj Close,Volume
2011-01-24,117.400002,118.199997,117.379997,118.160004,96.174957,455900
2011-01-25,117.800003,118.199997,117.199997,118.120003,96.142395,226550
2011-01-26,118.440002,118.940002,118.239998,118.739998,96.647026,109250
2011-01-27,118.680000,119.099998,118.480003,118.900002,96.777275,297250
2011-01-28,119.080002,119.220001,116.680000,116.800003,95.068008,891400
2011-01-31,117.220001,117.800003,116.940002,117.699997,95.800545,140550
2011-02-01,118.480003,119.779999,118.379997,119.540001,97.298195,147400
2011-02-02,119.239998,119.660004,119.239998,119.339996,97.135406,91000
2011-02-03,119.199997,119.800003,118.500000,119.639999,97.379585,72250
2011-02-04,119.699997,120.019997,119.139999,119.959999,97.640015,97050
2011-02-07,120.300003,121.120003,120.260002,120.720001,98.258621,118050
2011-02-08,120.879997,121.300003,120.599998,121.279999,98.714432,153500
2011-02-09,120.980003,121.279999,120.459999,120.980003,98.470268,139650
2011-02-10,120.400002,121.160004,120.160004,121.019997,98.502808,125200
2011-02-11,120.599998,121.919998,120.559998,121.779999,99.121399,149200
2011-02-14,121.720001,122.139999,121.580002,122.080002,99.365593,92200
2011-02-15,121.720001,121.860001,121.379997,121.639999,99.007446,82150
2011-02-16,122.099998,122.599998,121.980003,122.419998,99.642296,94300
2011-02-17,122.059998,122.959999,121.959999,122.879997,100.016739,158250
2011-02-18,122.959999,123.220001,122.680000,123.080002,100.179527,120800
2011-02-22,121.680000,122.379997,120.239998,120.559998,98.128403,288400
2011-02-23,120.500000,120.760002,119.099998,119.879997,97.574944,276000
2011-02-24,119.660004,120.160004,118.660004,119.760002,97.477264,241300
2011-02-25,120.339996,121.120003,120.199997,121.059998,98.535393,106350
2011-02-28,121.540001,121.940002,121.160004,121.779999,99.121399,208350
2011-03-01,122.279999,122.300003,119.699997,119.699997,97.428398,235350
2011-03-02,119.620003,120.559998,119.500000,120.040001,97.705170,176350
2011-03-03,121.080002,122.239998,121.080002,122.099998,99.381874,136450
2011-03-04,122.059998,122.059998,120.400002,121.199997,98.649330,168250
2011-03-07,121.599998,121.739998,119.599998,120.139999,97.786545,155200
2011-03-08,120.419998,121.620003,119.959999,121.260002,98.698174,106350
2011-03-09,121.059998,121.379997,120.500000,121.120003,98.584244,116450
2011-03-10,119.879997,119.879997,118.760002,118.900002,96.777275,267850
2011-03-11,118.400002,120.139999,118.400002,119.699997,97.428398,134350
2011-03-14,118.959999,119.260002,118.059998,119.000000,96.858665,146100
2011-03-15,115.820000,118.239998,115.620003,117.680000,95.784271,346800
2011-03-16,117.260002,117.559998,114.639999,115.440002,93.961044,339900
2011-03-17,117.139999,117.400002,116.239998,116.879997,95.133095,176200
2011-03-18,118.400002,118.400002,117.139999,117.379997,95.540070,127700
2011-03-21,118.839996,119.379997,118.680000,119.160004,96.988907,136100
2011-03-22,119.180000,119.300003,118.699997,118.739998,96.647026,137800
2011-03-23,118.519997,119.419998,117.940002,119.120003,96.956345,204150
2011-03-24,119.820000,120.379997,119.199997,120.239998,97.867935,110800
2011-03-25,120.019997,120.580002,119.779999,120.059998,98.158997,134300
2011-03-28,120.379997,120.639999,119.760002,119.800003,97.946442,166150
2011-03-29,119.699997,120.620003,119.300003,120.580002,98.584152,110950
2011-03-30,121.239998,121.739998,121.120003,121.400002,99.254578,105550
2011-03-31,121.300003,121.559998,121.099998,121.239998,99.123764,127500
2011-04-01,122.120003,122.339996,121.500000,121.800003,99.581612,70400
2011-04-04,122.099998,122.260002,121.519997,121.860001,99.630669,78800
2011-04-05,121.559998,122.320000,121.559998,121.860001,99.630669,204950
2011-04-06,122.480003,122.500000,121.779999,122.220001,99.925003,142900
2011-04-07,122.059998,122.500000,121.360001,122.000000,99.745125,107150
2011-04-08,122.500000,122.519997,121.019997,121.540001,99.369026,86850
2011-04-11,121.680000,122.019997,120.919998,121.120003,99.025665,139650
2011-04-12,120.500000,120.599998,119.800003,120.239998,98.306168,104800
2011-04-13,120.839996,120.900002,119.800003,120.279999,98.338882,185100
2011-04-14,119.580002,120.500000,119.160004,120.300003,98.355255,78450
2011-04-15,120.500000,121.040001,120.220001,120.720001,98.698608,79700
2011-04-18,119.300003,119.599998,118.440002,119.400002,97.619400,151650
2011-04-19,119.620003,120.139999,119.320000,120.139999,98.224396,78900
2011-04-20,121.580002,121.980003,121.480003,121.760002,99.548889,173250
2011-04-21,122.379997,122.379997,121.940002,122.300003,99.990395,197850
2011-04-25,122.320000,122.400002,121.820000,122.180000,99.892296,99000
2011-04-26,122.620003,123.500000,122.519997,123.239998,100.758926,85050
2011-04-27,123.559998,124.239998,123.000000,124.040001,101.412994,72850
2011-04-28,123.900002,124.599998,123.860001,124.440002,101.740059,66050
2011-04-29,124.500000,124.879997,124.419998,124.800003,102.034363,99000
2011-05-02,125.440002,125.440002,124.320000,124.519997,101.805428,131000
2011-05-03,124.360001,124.519997,123.500000,124.120003,101.478409,66500
2011-05-04,124.099998,124.099998,122.779999,123.279999,100.791634,107000
2011-05-05,122.620003,123.360001,121.639999,122.199997,99.908623,98950
2011-05-06,123.480003,124.000000,122.279999,122.779999,100.382828,138550
2011-05-09,122.800003,123.580002,122.580002,123.279999,100.791634,66000
2011-05-10,123.660004,124.480003,123.519997,124.300003,101.625580,175550
2011-05-11,124.120003,124.120003,122.419998,122.980003,100.546356,174400
2011-05-12,122.680000,123.739998,122.019997,123.639999,101.085968,113500
2011-05-13,123.620003,123.699997,122.199997,122.559998,100.202988,126400
2011-05-16,122.199997,123.019997,121.620003,121.800003,99.581612,113500
2011-05-17,121.360001,121.860001,120.919998,121.779999,99.565239,142400
2011-05-18,121.900002,122.980003,121.680000,122.919998,100.497284,70550
2011-05-19,123.339996,123.459999,122.639999,123.080002,100.628105,266650
2011-05-20,122.860001,123.000000,122.000000,122.260002,99.957687,95450
2011-05-23,120.699997,121.160004,120.400002,120.800003,98.764023,136200
2011-05-24,121.160004,121.360001,120.519997,120.699997,98.682274,89650
2011-05-25,120.160004,121.500000,120.160004,121.099998,99.009300,62300
2011-05-26,120.779999,121.800003,120.540001,121.580002,99.401718,60450
2011-05-27,121.980003,122.400002,121.860001,122.120003,99.843231,47600
2011-05-31,123.300003,123.360001,122.419998,123.339996,100.840698,172500
2011-06-01,123.040001,123.040001,120.540001,120.599998,98.600502,222000
2011-06-02,120.699997,120.919998,119.820000,120.459999,98.486023,211800
2011-06-03,119.000000,120.180000,119.000000,119.300003,97.537659,148450
2011-06-06,119.059998,119.180000,117.940002,118.040001,96.507484,113250
2011-06-07,118.519997,118.940002,117.860001,117.879997,96.376671,203700
2011-06-08,117.699997,118.080002,117.260002,117.400002,95.984238,87600
2011-06-09,117.779999,118.779999,117.459999,118.300003,96.720055,43350
2011-06-10,117.839996,117.860001,116.400002,116.639999,95.362900,106750
2011-06-13,116.900002,117.220001,116.180000,116.720001,95.428291,77900
2011-06-14,117.820000,118.660004,117.820000,118.220001,96.654671,75400
2011-06-15,117.279999,117.559998,115.900002,116.160004,94.970421,79700
2011-06-16,116.199997,116.900002,115.540001,116.379997,95.150322,66050
2011-06-17,117.480003,117.500000,116.379997,116.699997,95.411942,58800
2011-06-20,116.339996,117.559998,116.320000,117.360001,95.951523,53700
2011-06-21,117.940002,119.160004,117.839996,118.959999,97.259659,132450
2011-06-22,118.660004,119.260002,118.199997,118.260002,96.687347,106050
2011-06-23,116.839996,117.900002,116.000000,117.860001,96.360329,260750
2011-06-24,117.320000,117.360001,115.800003,116.000000,95.300537,114500
2011-06-27,116.080002,117.419998,115.820000,116.980003,96.105644,77850
2011-06-28,117.480003,118.519997,117.360001,118.480003,97.337982,59500
2011-06-29,119.099998,119.699997,118.660004,119.540001,98.208832,125350
2011-06-30,119.940002,120.839996,119.820000,120.680000,99.145393,124850
2011-07-01,120.739998,122.599998,120.540001,122.500000,100.640625,139550
2011-07-05,122.400002,122.599998,122.000000,122.300003,100.476318,91850
2011-07-06,122.080002,122.639999,121.760002,122.480003,100.624199,94850
2011-07-07,123.580002,124.099998,123.379997,123.820000,101.725075,195400
2011-07-08,122.400002,122.980003,122.019997,122.980003,101.034981,105600
2011-07-11,121.440002,121.839996,120.440002,120.699997,99.161842,92750
2011-07-12,120.459999,121.419998,120.160004,120.160004,98.718193,132400
2011-07-13,120.820000,121.820000,120.320000,120.580002,99.063240,129700
2011-07-14,120.919998,121.379997,119.519997,119.800003,98.422455,55900
2011-07-15,120.459999,120.580002,119.639999,120.459999,98.964645,40350
2011-07-18,119.940002,120.019997,118.559998,119.440002,98.126694,94000
2011-07-19,120.139999,121.480003,120.080002,121.379997,99.720505,233300
2011-07-20,121.760002,121.779999,121.160004,121.379997,99.720505,90750
2011-07-21,122.000000,123.239998,121.779999,123.000000,101.051407,234250
2011-07-22,123.000000,123.199997,122.400002,123.099998,101.133553,90250
2011-07-25,121.879997,123.000000,121.800003,122.400002,100.558464,183650
2011-07-26,122.320000,122.500000,121.680000,121.879997,100.131256,138850
2011-07-27,121.199997,121.239998,119.300003,119.459999,98.143097,470300
2011-07-28,119.419998,120.480003,118.959999,119.120003,97.863792,169150
2011-07-29,117.959999,119.360001,117.440002,118.199997,97.107941,194600
2011-08-01,119.779999,119.820000,116.680000,117.779999,96.762886,435950
2011-08-02,116.959999,117.500000,114.779999,114.839996,94.347519,258400
2011-08-03,114.959999,115.540001,112.980003,115.419998,94.824028,380550
2011-08-04,113.879997,113.959999,109.839996,110.019997,90.387627,504200
2011-08-05,111.379997,111.660004,106.940002,109.779999,90.190453,538450
2011-08-08,106.019997,108.239998,102.540001,102.739998,84.406677,790300
2011-08-09,104.400002,107.400002,100.919998,107.339996,88.185829,579800
2011-08-10,105.459999,106.300003,102.480003,102.680000,84.357407,403100
2011-08-11,103.720001,108.699997,103.260002,107.180000,88.054390,919300
2011-08-12,108.480003,109.000000,107.320000,108.040001,88.760925,307200
2011-08-15,109.099998,110.400002,108.860001,110.260002,90.584785,225950
2011-08-16,109.220001,110.360001,108.239998,109.320000,89.812515,263800
2011-08-17,110.000000,110.800003,108.599998,109.440002,89.911102,160550
2011-08-18,106.580002,106.699997,103.739998,104.900002,86.181259,524000
2011-08-19,103.360001,105.820000,102.839996,102.900002,84.538147,1438400
2011-08-22,105.320000,105.379997,102.779999,102.980003,84.603867,246400
2011-08-23,103.519997,106.580002,103.000000,106.540001,87.528610,301950
2011-08-24,106.320000,108.080002,106.059998,108.000000,88.728065,151000
2011-08-25,108.720001,109.180000,105.620003,106.379997,87.397148,294150
2011-08-26,105.660004,108.279999,104.019997,107.779999,88.547310,197500
2011-08-29,109.339996,110.959999,109.239998,110.919998,91.127014,159000
2011-08-30,110.500000,111.919998,109.660004,111.120003,91.291313,129900
2011-08-31,111.980003,112.900002,110.919998,111.680000,91.751389,214950
2011-09-01,111.739998,112.800003,110.540001,110.599998,90.864120,274900
2011-09-02,108.320000,108.839996,107.400002,107.739998,88.514473,150350
2011-09-06,104.720001,107.139999,104.639999,107.000000,87.906517,197950
2011-09-07,108.720001,110.040001,108.300003,110.019997,90.387627,199700
2011-09-08,109.339996,110.580002,108.680000,108.860001,89.434601,115650
2011-09-09,107.660004,107.940002,105.440002,106.000000,87.084961,174200
2011-09-12,104.699997,106.760002,104.360001,106.760002,87.709328,161350
2011-09-13,107.099998,108.059998,106.379997,107.639999,88.432327,193500
2011-09-14,108.260002,110.459999,106.760002,109.160004,89.681068,459000
2011-09-15,110.339996,111.099998,109.419998,111.040001,91.225601,128700
2011-09-16,111.440002,112.059998,110.699997,111.699997,91.767807,79000
2011-09-19,109.860001,111.099998,109.180000,110.660004,90.913406,82150
2011-09-20,111.120003,112.139999,110.440002,110.480003,90.765541,154550
2011-09-21,110.599998,110.860001,107.139999,107.139999,88.021538,139000
2011-09-22,104.199997,105.000000,102.379997,103.779999,85.261093,420500
2011-09-23,102.599998,104.320000,102.459999,103.680000,85.657692,329200
2011-09-26,104.720001,106.339996,103.320000,106.199997,87.739624,193850
2011-09-27,108.440002,109.279999,106.860001,107.419998,88.747543,617550
2011-09-28,107.699997,108.239998,105.080002,105.279999,86.979546,197300
2011-09-29,107.059998,107.459999,104.160004,106.040001,87.607422,119300
2011-09-30,104.559998,105.480003,103.379997,103.519997,85.525467,183300
2011-10-03,102.820000,104.080002,100.339996,100.339996,82.898247,333100
2011-10-04,99.139999,102.820000,98.239998,102.540001,84.715836,285650
2011-10-05,102.879997,104.820000,102.000000,104.580002,86.401222,281000
2011-10-06,104.519997,106.620003,103.760002,106.599998,88.070091,583800
2011-10-07,107.160004,107.160004,105.180000,105.779999,87.392624,627150
2011-10-10,107.739998,109.360001,107.660004,109.360001,90.350334,168200
2011-10-11,108.760002,109.720001,108.599998,109.320000,90.317276,663200
2011-10-12,110.279999,111.599998,110.000000,110.320000,91.143456,509150
2011-10-13,109.699997,110.440002,108.900002,110.160004,91.011276,364000
2011-10-14,111.500000,112.059998,110.919998,111.980003,92.514938,423450
2011-10-17,111.480003,111.599998,109.639999,109.879997,90.779961,309650
2011-10-18,109.839996,112.839996,109.000000,112.080002,92.597557,259100
2011-10-19,111.839996,112.480003,110.400002,110.680000,91.440903,107900
2011-10-20,111.000000,111.480003,109.599998,111.180000,91.853973,68200
2011-10-21,112.500000,113.419998,112.239998,113.320000,93.621979,87200
2011-10-24,113.559998,114.959999,113.440002,114.760002,94.811691,138550
2011-10-25,114.180000,114.180000,112.239998,112.540001,92.977547,102400
2011-10-26,113.760002,114.059998,111.800003,113.620003,93.869835,1922200
2011-10-27,116.779999,118.300003,115.800003,117.540001,97.108437,309200
2011-10-28,117.040001,117.779999,116.879997,117.660004,97.207558,693650
2011-10-31,116.260002,116.339996,114.639999,114.639999,94.712547,153450
2011-11-01,111.540001,112.900002,111.160004,111.599998,92.200951,307150
2011-11-02,113.260002,113.760002,112.320000,113.360001,93.655029,122650
2011-11-03,114.639999,115.680000,113.040001,115.459999,95.390015,173650
2011-11-04,114.459999,114.900002,113.419998,114.800003,94.844704,147450
2011-11-07,114.639999,115.519997,113.639999,115.459999,95.390015,79500
2011-11-08,116.099998,117.019997,115.019997,116.839996,96.530128,135700
2011-11-09,114.239998,114.720001,112.400002,112.620003,93.043655,246850
2011-11-10,114.099998,114.199997,112.620003,113.639999,93.886368,121800
2011-11-11,115.040001,116.099998,115.019997,115.860001,95.720467,132650
2011-11-14,115.419998,115.480003,114.220001,114.739998,94.795151,359550
2011-11-15,114.519997,115.919998,114.120003,115.339996,95.290863,402200
2011-11-16,114.199997,115.459999,113.320000,113.480003,93.754181,91900
2011-11-17,113.260002,113.540001,110.919998,111.660004,92.250534,989950
2011-11-18,112.019997,112.180000,111.099998,111.500000,92.118340,188150
2011-11-21,109.900002,110.059998,108.480003,109.500000,90.465973,236700
2011-11-22,109.199997,109.800003,108.379997,108.919998,89.986824,263300
2011-11-23,108.000000,108.019997,106.599998,106.620003,88.086601,249100
2011-11-25,106.400002,107.580002,106.300003,106.300003,87.822243,75650
2011-11-28,109.260002,109.820000,108.639999,109.480003,90.449486,155550
2011-11-29,109.760002,110.500000,109.400002,109.800003,90.713860,134950
2011-11-30,112.900002,114.480003,112.620003,114.300003,94.431625,424450
2011-12-01,114.139999,114.839996,113.820000,114.220001,94.365532,107350
2011-12-02,115.400002,115.680000,114.139999,114.160004,94.315964,127300
2011-12-05,116.000000,116.279999,114.720001,115.400002,95.340416,194500
2011-12-06,115.379997,116.199997,115.019997,115.500000,95.423042,67600
2011-12-07,115.099998,116.320000,114.360001,115.879997,95.737007,86600
2011-12-08,115.019997,115.260002,113.080002,113.379997,93.671547,93450
2011-12-09,113.879997,115.540001,113.800003,115.300003,95.257797,882200
2011-12-12,114.279999,114.279999,112.660004,113.639999,93.886368,127200
2011-12-13,114.220001,114.760002,112.000000,112.559998,92.994102,162800
2011-12-14,112.099998,112.500000,111.099998,111.300003,91.953117,945150
2011-12-15,112.519997,112.620003,111.559998,111.720001,92.300125,82550
2011-12-16,112.519997,113.099998,111.639999,111.800003,92.366196,1480000
2011-12-19,112.279999,112.500000,110.440002,110.660004,91.424347,454150
2011-12-20,112.339996,114.160004,112.339996,113.959999,94.150696,143850
2011-12-21,113.900002,114.379997,113.019997,114.300003,94.431625,182650
2011-12-22,114.699997,115.379997,114.500000,115.379997,95.323891,1439800
2011-12-23,114.959999,115.680000,114.760002,115.599998,96.076912,256450
2011-12-27,115.379997,118.000000,115.360001,115.720001,96.176605,388650
2011-12-28,115.720001,115.720001,114.099998,114.300003,94.996422,180300
2011-12-29,114.620003,118.160004,114.519997,115.339996,95.860794,259100
2011-12-30,115.320000,115.559998,114.900002,114.900002,95.495117,254300
2012-01-03,116.900002,117.459999,116.599998,116.599998,96.907990,163250
2012-01-04,116.440002,116.919998,115.959999,116.800003,97.074249,448450
2012-01-05,116.279999,117.300003,115.680000,117.180000,97.390038,253500
2012-01-06,117.300003,117.300003,116.480003,116.940002,97.190567,166900
2012-01-09,117.139999,117.239998,116.540001,117.120003,97.340179,177000
2012-01-10,118.360001,118.540001,117.980003,118.120003,98.171303,261200
2012-01-11,117.779999,118.339996,117.559998,118.239998,98.271019,203800
2012-01-12,118.519997,118.639999,117.580002,118.500000,98.487106,202250
2012-01-13,117.699997,118.000000,116.820000,118.000000,98.071564,147200
2012-01-17,118.980003,119.180000,118.059998,118.320000,98.337540,324250
2012-01-18,118.320000,119.639999,118.099998,119.639999,99.434593,172100
2012-01-19,120.000000,120.339996,119.720001,120.279999,99.966492,224500
2012-01-20,120.080002,120.339996,119.779999,120.279999,99.966492,345200
2012-01-23,120.279999,120.980003,119.860001,120.400002,100.066216,130950
2012-01-24,119.680000,120.300003,119.480003,120.220001,99.916649,203100
2012-01-25,120.080002,121.540001,119.639999,121.279999,100.797623,254050
2012-01-26,121.860001,122.000000,120.160004,120.660004,100.282372,137600
2012-01-27,120.040001,120.779999,120.000000,120.500000,100.149353,104100
2012-01-30,119.400002,120.199997,118.980003,120.099998,99.816879,329650
2012-01-31,120.800003,120.919998,119.599998,120.040001,99.767044,157450
2012-02-01,121.000000,121.739998,120.860001,121.180000,100.714508,99050
2012-02-02,121.440002,121.660004,120.959999,121.419998,100.913994,143050
2012-02-03,122.599998,123.139999,122.379997,123.139999,102.343498,223150
2012-02-06,122.580002,123.019997,122.400002,122.959999,102.193878,150200
2012-02-07,122.760002,123.519997,122.279999,123.339996,102.509720,164250
2012-02-08,123.400002,123.699997,122.879997,123.599998,102.725822,259750
2012-02-09,123.900002,124.019997,123.139999,123.739998,102.842155,259000
2012-02-10,122.680000,123.000000,122.440002,122.900002,102.144043,123500
2012-02-13,123.779999,123.980003,123.300003,123.839996,102.925262,230400
2012-02-14,123.500000,123.720001,122.860001,123.660004,102.775681,203400
2012-02-15,124.099998,124.239998,122.879997,123.120003,102.326866,188100
2012-02-16,123.120003,124.540001,122.919998,124.459999,103.440567,438550
2012-02-17,124.900002,124.919998,124.320000,124.760002,103.689896,604200
2012-02-21,125.099998,125.360001,124.459999,124.839996,103.756386,758200
2012-02-22,124.599998,124.879997,124.239998,124.419998,103.407341,190900
2012-02-23,124.379997,125.080002,123.959999,125.019997,103.905998,328050
2012-02-24,125.279999,125.500000,125.000000,125.199997,104.055588,162950
2012-02-27,124.440002,125.800003,124.220001,125.419998,104.238434,267800
2012-02-28,125.540001,125.900002,125.279999,125.860001,104.604141,141900
2012-02-29,126.040001,126.400002,125.120003,125.180000,104.038963,229600
2012-03-01,125.639999,126.220001,125.199997,126.000000,104.720497,193450
2012-03-02,125.959999,126.059998,125.360001,125.660004,104.437920,142800
2012-03-05,125.419998,125.480003,124.660004,125.120003,103.989128,667900
2012-03-06,123.800003,123.860001,122.900002,123.160004,102.360123,411100
2012-03-07,123.580002,124.320000,123.459999,124.139999,103.174599,170350
2012-03-08,124.919998,125.599998,124.639999,125.339996,104.171944,253600
2012-03-09,125.620003,126.139999,125.480003,125.820000,104.570877,152950
2012-03-12,125.860001,126.019997,125.419998,125.879997,104.620743,174700
2012-03-13,126.580002,128.179993,126.360001,128.139999,106.499062,192100
2012-03-14,128.199997,128.460007,127.639999,128.039993,106.415962,709950
2012-03-15,128.220001,128.800003,127.879997,128.699997,106.964493,501650
2012-03-16,129.020004,129.100006,128.699997,128.880005,107.114067,272250
2012-03-19,128.880005,129.839996,128.759995,129.419998,107.562889,143500
2012-03-20,128.720001,129.199997,128.360001,129.059998,107.263710,1310800
2012-03-21,129.100006,129.240005,128.600006,128.860001,107.097496,162100
2012-03-22,127.900002,128.240005,127.540001,127.860001,106.266335,633200
2012-03-23,128.059998,128.440002,127.320000,128.360001,106.681938,111950
2012-03-26,128.679993,129.520004,128.660004,129.520004,108.126167,203000
2012-03-27,129.699997,129.779999,129.100006,129.160004,107.825623,573550
2012-03-28,129.119995,129.279999,127.800003,128.539993,107.308022,201350
2012-03-29,127.779999,128.460007,127.260002,128.320007,107.124382,2612050
2012-03-30,128.919998,129.039993,128.240005,128.740005,107.475006,270750
2012-04-02,128.740005,130.119995,128.479996,129.779999,108.343224,374700
2012-04-03,129.539993,129.820007,128.500000,129.279999,107.925766,333850
2012-04-04,128.259995,128.380005,127.540001,127.919998,106.790443,383000
2012-04-05,127.519997,128.279999,127.400002,127.879997,106.757080,722350
2012-04-09,126.300003,126.980003,126.139999,126.459999,105.571609,474850
2012-04-10,126.220001,126.559998,124.220001,124.260002,103.734993,392650
2012-04-11,125.660004,125.820000,125.139999,125.279999,104.586502,172850
2012-04-12,125.419998,127.059998,125.400002,127.000000,106.022400,105550
2012-04-13,126.699997,126.699997,125.360001,125.480003,104.753464,2416850
2012-04-16,126.160004,126.300003,124.940002,125.339996,104.636597,826850
2012-04-17,126.160004,127.519997,126.080002,127.260002,106.239456,497450
2012-04-18,126.720001,127.239998,126.599998,126.820000,105.872139,420750
2012-04-19,126.860001,127.300003,125.440002,126.000000,105.187599,831200
2012-04-20,126.580002,126.980003,126.160004,126.199997,105.354561,112100
2012-04-23,124.940002,125.260002,124.400002,125.120003,104.452965,324950
2012-04-24,125.239998,125.919998,125.199997,125.580002,104.836937,469300
2012-04-25,126.839996,127.379997,126.760002,127.339996,106.306259,171750
2012-04-26,127.120003,128.380005,127.000000,128.220001,107.040894,157100
2012-04-27,128.660004,128.820007,127.940002,128.479996,107.257942,185050
2012-04-30,128.220001,128.259995,127.639999,127.919998,106.790443,247600
2012-05-01,127.959999,129.600006,127.800003,128.759995,107.491684,527450
2012-05-02,128.059998,128.520004,127.620003,128.360001,107.157784,154250
2012-05-03,128.460007,128.500000,127.199997,127.419998,106.373001,177000
2012-05-04,126.760002,126.839996,125.300003,125.339996,104.636597,365200
2012-05-07,124.900002,125.860001,124.860001,125.440002,104.720085,990350
2012-05-08,124.699997,125.120003,123.480003,124.900002,104.269287,403050
2012-05-09,123.599998,124.980003,123.040001,124.199997,103.684921,373700
2012-05-10,125.139999,125.180000,124.239998,124.419998,103.868576,130100
2012-05-11,123.699997,125.199997,123.639999,124.019997,103.534637,365300
2012-05-14,122.860001,123.540001,122.540001,122.699997,102.432686,953250
2012-05-15,122.580002,123.320000,121.820000,122.019997,101.864990,1532500
2012-05-16,122.519997,123.019997,121.500000,121.500000,101.430901,331350
2012-05-17,121.580002,121.680000,119.660004,119.660004,99.894829,288750
2012-05-18,120.160004,120.400002,118.559998,118.720001,99.110092,760350
2012-05-21,119.040001,120.779999,118.900002,120.720001,100.779716,271550
2012-05-22,121.080002,121.879997,120.180000,120.980003,100.996788,654450
2012-05-23,120.099998,121.139999,118.919998,120.980003,100.996788,176000
2012-05-24,121.379997,121.500000,120.239998,121.199997,101.180428,112050
2012-05-25,121.220001,121.500000,120.620003,120.919998,100.946663,336400
2012-05-29,121.879997,122.540001,121.459999,122.300003,102.098755,306600
2012-05-30,121.300003,121.339996,120.300003,120.540001,100.629463,809500
2012-05-31,120.540001,121.139999,119.260002,120.239998,100.379005,424150
2012-06-01,118.339996,118.760002,117.239998,117.300003,97.924637,641850
2012-06-04,117.440002,117.760002,116.339996,117.260002,97.891243,213600
2012-06-05,116.959999,118.220001,116.900002,117.940002,98.458923,252350
2012-06-06,118.919998,120.779999,118.860001,120.760002,100.813141,254650
2012-06-07,122.120003,122.160004,120.580002,120.739998,100.796432,201000
2012-06-08,120.599998,121.800003,120.099998,121.739998,101.631241,219550
2012-06-11,122.800003,122.839996,120.120003,120.260002,100.395706,304600
2012-06-12,120.580002,121.660004,120.000000,121.660004,101.564453,168300
2012-06-13,121.239998,121.940002,120.419998,120.860001,100.896622,144900
2012-06-14,121.080002,122.599998,120.839996,122.199997,102.015274,2181350
2012-06-15,122.620003,123.440002,122.419998,123.279999,102.916862,229250
2012-06-18,122.879997,123.900002,122.580002,123.540001,103.133926,482500
2012-06-19,124.199997,125.300003,124.139999,124.800003,104.185806,175200
2012-06-20,124.839996,125.180000,123.699997,124.599998,104.018837,235700
2012-06-21,124.779999,124.820000,121.720001,121.860001,101.731422,155400
2012-06-22,122.480003,122.959999,122.000000,122.739998,102.466087,285800
2012-06-25,120.839996,120.860001,119.720001,120.160004,100.838036,283200
2012-06-26,120.480003,121.099998,119.820000,120.739998,101.324776,352750
2012-06-27,121.160004,122.059998,121.099998,121.820000,102.231094,301100
2012-06-28,121.040001,121.639999,120.139999,121.540001,101.996117,171750
2012-06-29,123.720001,124.620003,123.379997,124.559998,104.530495,305000
2012-07-02,124.900002,125.019997,124.040001,124.900002,104.815819,258700
2012-07-03,124.900002,125.800003,124.760002,125.720001,105.503960,161050
2012-07-05,125.339996,125.699997,124.720001,125.180000,105.050789,308900
2012-07-06,123.980003,124.199997,123.360001,124.019997,104.077332,478350
2012-07-09,123.940002,124.019997,123.260002,123.860001,103.943069,177800
2012-07-10,124.459999,124.599998,122.320000,122.720001,102.986351,322300
2012-07-11,122.779999,123.099998,122.059998,122.739998,103.003174,199700
2012-07-12,122.040001,122.680000,121.320000,122.099998,102.466064,432700
2012-07-13,122.480003,124.300003,122.480003,124.180000,104.211609,480650
2012-07-16,123.900002,124.260002,123.459999,123.900002,103.976639,164400
2012-07-17,124.400002,125.000000,123.120003,124.779999,104.715103,293450
2012-07-18,124.480003,125.919998,124.400002,125.680000,105.470398,242900
2012-07-19,125.980003,126.400002,125.559998,126.000000,105.738953,516500
2012-07-20,125.300003,125.480003,124.739998,124.839996,104.765472,606900
2012-07-23,123.019997,123.940002,122.480003,123.599998,103.724876,451450
2012-07-24,123.699997,123.699997,121.720001,122.620003,102.902458,533700
2012-07-25,122.820000,123.099998,121.919998,122.540001,102.835320,509100
2012-07-26,124.379997,124.820000,123.760002,124.540001,104.513718,412450
2012-07-27,125.260002,127.239998,125.040001,126.940002,106.527786,901950
2012-07-30,126.760002,127.459999,126.500000,126.879997,106.477432,348300
2012-07-31,126.720001,127.059998,126.059998,126.059998,105.789307,681600
2012-08-01,126.879997,126.919998,125.720001,125.919998,105.671791,526450
2012-08-02,125.000000,125.860001,124.080002,125.040001,104.933304,478100
2012-08-03,126.839996,127.739998,126.739998,127.480003,106.980980,239850
2012-08-06,127.879997,128.259995,127.720001,127.820000,107.266273,547200
2012-08-07,128.300003,128.940002,128.259995,128.399994,107.752998,380200
2012-08-08,127.959999,128.699997,127.959999,128.539993,107.870483,322000
2012-08-09,128.419998,128.919998,128.259995,128.679993,107.987953,360650
2012-08-10,128.199997,128.940002,127.940002,128.880005,108.155807,336450
2012-08-13,128.660004,128.860001,128.139999,128.779999,108.071907,329900
2012-08-14,129.279999,129.339996,128.460007,128.839996,108.122253,456950
2012-08-15,128.759995,129.179993,128.679993,128.979996,108.239761,213000
2012-08-16,129.139999,130.100006,128.860001,129.860001,108.978249,632400
2012-08-17,130.139999,130.220001,129.800003,130.160004,109.230011,355350
2012-08-20,129.979996,130.139999,129.580002,130.119995,109.196404,288100
2012-08-21,130.440002,130.940002,129.460007,129.720001,108.860756,304100
